"""20150416""",2936863
"""20150417""",2957398
"""20150418""",2957398
"""20150419""",3673969
"""20150420""",2764160
"""20150421""",2599702
"""20150422""",2755440
"""20150423""",3104940
"""20150424""",3260393
"""20150425""",3290762
"""20150426""",3337077
"""20150427""",3176052
"""20150428""",2756378
"""20150429""",2869602
"""20150430""",2950335
"""20150501""",2969969
"""20150502""",2922552
"""20150503""",2922552
"""20150504""",2526468
"""20150505""",2503766
"""20150506""",2451409
"""20150507""",2385562
"""20150508""",2457713
"""20150509""",2535188
"""20150510""",2561328
"""20150511""",2272148
"""20150512""",2030203
"""20150513""",1897261
"""20150514""",1818577
"""20150515""",1851117
"""20150516""",2043079
"""20150517""",2063184
"""20150518""",1804717
"""20150519""",1689086
"""20150520""",1657782
"""20150521""",1663622
"""20150522""",1715632
"""20150523""",1992049
"""20150524""",2190624
"""20150525""",1801828
"""20150526""",1953906
"""20150527""",2055790
"""20150528""",2104835
"""20150529""",2334778
"""20150530""",2334778
"""20150531""",2612373
"""20150601""",2300598
"""20150602""",2411359
"""20150603""",2537036
"""20150604""",2451559
"""20150605""",2459514
"""20150606""",2491431
"""20150607""",3186831
"""20150608""",3151959
"""20150609""",4021152
"""20150610""",3937500
"""20150611""",4019301
"""20150612""",3583522
"""20150613""",4139893
"""20150614""",4530864
"""20150615""",4296435
"""20150616""",4852879
"""20150617""",4478967
"""20150618""",2752864
"""20150619""",3176325
"""20150620""",3764251
"""20150621""",4793316
"""20150622""",4793316
"""20150623""",5130959
"""20150624""",5045501
"""20150625""",4836006
"""20150626""",4489500
"""20150627""",4499381
"""20150628""",4528250
"""20150629""",4178373
"""20150630""",4074496
"""20150701""",3697437
"""20150702""",3337273
"""20150703""",3228227
"""20150704""",3327376
"""20150705""",3360244
"""20150706""",3360244
"""20150707""",3224230
"""20150708""",3388930
"""20150709""",3711630
"""20150710""",3791023
"""20150711""",3611400
"""20150712""",4912526
"""20150713""",3456999
"""20150714""",3642115
"""20150715""",3560683
"""20150716""",3684240
"""20150717""",3740538
"""20150718""",3768227
"""20150719""",3820779
"""20150720""",3201361
"""20150721""",3243886
"""20150722""",3695373
"""20150723""",3170015
"""20150724""",3413263
"""20150725""",3094277
"""20150726""",3092939
"""20150727""",3174596
"""20150728""",3160213
"""20150729""",3097500
"""20150730""",3097500
"""20150731""",3606693
"""20150801""",1037467
"""20150802""",3992842
"""20150803""",3202194
"""20150804""",3670548
"""20150805""",3895941
"""20150806""",2689587
"""20150807""",6038798
"""20150808""",5028001
"""20150809""",5120880
"""20150810""",4231828
"""20150811""",3689276
"""20150812""",3849870
"""20150813""",3754693
"""20150814""",3687624
"""20150815""",4332957
"""20150816""",6763722
"""20150817""",7190106
"""20150818""",9926236
"""20150819""",12038042
"""20150820""",10572204
"""20150821""",10289957
"""20150822""",11202048
"""20150823""",13226286
"""20150824""",11756123
"""20150825""",10586721
"""20150826""",10829692
"""20150827""",11204764
"""20150828""",11592099
"""20150829""",11671146
"""20150830""",11159261
"""20150831""",9676776
"""20150901""",9886618
"""20150902""",9722462
"""20150903""",9722462
"""20150904""",16324472
"""20150905""",15504467
"""20150906""",12049915
"""20150907""",10124423
"""20150908""",9070057
"""20150909""",9544117
"""20150910""",9710667
"""20150911""",9562771
"""20150912""",9504982
"""20150913""",8647450
"""20150914""",6965604
"""20150915""",6781938
"""20150916""",6805481
"""20150917""",6452148
"""20150918""",6722886
"""20150919""",7419121
"""20150920""",7149711
"""20150921""",6305362
"""20150922""",6597931
"""20150923""",6119220
"""20150924""",6241282
"""20150925""",5960759
"""20150926""",5956283
"""20150927""",5530493
"""20150928""",5440731
"""20150929""",5957142
"""20150930""",5527705
"""20151001""",5430349
"""20151002""",4811427
"""20151003""",5127863
"""20151004""",5287640
"""20151005""",5048540
"""20151006""",5139873
"""20151007""",5056436
"""20151008""",4230384
"""20151009""",3996260
"""20151010""",4163127
"""20151011""",4053373
"""20151012""",3278180
"""20151013""",1953893
"""20151014""",3226751
"""20151015""",3072138
"""20151016""",1879700
"""20151017""",2033780
"""20151018""",2300302
"""20151019""",2015986
"""20151020""",1979483
"""20151021""",1784103
"""20151022""",1973403
"""20151023""",1114946
"""20151024""",1976318
"""20151025""",2166107
"""20151026""",1946367
"""20151027""",1875032
"""20151028""",1892715
"""20151029""",1915779
"""20151030""",1846589
"""20151031""",1846589
"""20151101""",2086791
"""20151102""",1738526
"""20151103""",1785624
"""20151104""",1903022
"""20151105""",1903022
"""20151106""",2327901
"""20151107""",2281950
"""20151108""",2912209
"""20151109""",2982614
"""20151110""",5139866
"""20151111""",4828864
"""20151112""",6461159
"""20151113""",7416116
"""20151114""",6552744
"""20151115""",8013911
"""20151116""",5921306
"""20151117""",9608521
"""20151118""",14306303
"""20151119""",14661105
"""20151120""",12235791
"""20151121""",8973458
"""20151122""",7211105
"""20151123""",5651580
"""20151124""",8816057
"""20151125""",11178911
"""20151126""",9893730
"""20151127""",9179885
"""20151128""",9462559
"""20151129""",10628290
"""20151130""",9317129
"""20151201""",7240707
"""20151202""",6443239
"""20151203""",5801519
"""20151204""",6656200
"""20151205""",6440484
"""20151206""",6151168
"""20151207""",5618435
"""20151208""",5105231
"""20151209""",5105231
"""20151210""",5093010
"""20151211""",4599289
"""20151212""",4354862
"""20151213""",4612776
"""20151214""",3884613
"""20151215""",3629511
"""20151216""",3677573
"""20151217""",3489614
"""20151218""",3341307
"""20151219""",3261991
"""20151220""",3365144
"""20151221""",2977843
"""20151222""",3044014
"""20151223""",3145091
"""20151224""",3062531
"""20151225""",2855820
"""20151226""",2871254
"""20151227""",3086242
"""20151228""",2694711
"""20151229""",2583707
"""20151230""",2460433
"""20151231""",2225690
"""20160101""",2278999
"""20160102""",2309160
"""20160103""",2500683
"""20160104""",2323658
"""20160105""",2322237
"""20160106""",2264095
"""20160107""",2264095
"""20160108""",2060515
"""20160109""",1998626
"""20160110""",2485725
"""20160111""",2278067
"""20160112""",2138276
"""20160113""",1947426
"""20160114""",1830675
"""20160115""",1830675
"""20160116""",1775654
"""20160117""",1901323
"""20160118""",1742894
"""20160119""",1635494
"""20160120""",1697388
"""20160121""",1683063
"""20160122""",1683063
"""20160123""",1683063
"""20160124""",1768837
"""20160125""",1514020
"""20160126""",1426334
"""20160127""",1362433
"""20160128""",1416654
"""20160129""",1407160
"""20160130""",1407160
"""20160131""",1413022
"""20160201""",1276203
"""20160202""",1091085
"""20160203""",1032395
"""20160204""",972434
"""20160205""",942268
"""20160206""",870004
"""20160207""",573276
"""20160208""",831489
"""20160209""",916255
"""20160210""",1065477
"""20160211""",1222744
"""20160212""",1503165
"""20160213""",1697144
"""20160214""",1946467
"""20160215""",2097314
"""20160216""",2160642
"""20160217""",2235053
"""20160218""",2331531
"""20160219""",2469661
"""20160220""",2445517
"""20160221""",2701602
"""20160222""",2388031
"""20160223""",2314701
"""20160224""",2100749
"""20160225""",2076909
"""20160226""",1955077
"""20160227""",1872468
"""20160228""",1901936
"""20160229""",1604767
"""20160301""",1489211
"""20160302""",1433847
"""20160303""",1392161
"""20160304""",1414480
"""20160305""",1492359
"""20160306""",1461694
"""20160307""",1262851
"""20160308""",1418392
"""20160309""",1547211
"""20160310""",1503169
"""20160311""",1447281
"""20160312""",1552250
"""20160313""",1661235
"""20160314""",1324728
"""20160315""",1393841
"""20160316""",1357359
"""20160317""",1361235
"""20160318""",1307428
"""20160319""",1364314
"""20160320""",1497592
"""20160321""",1367556
"""20160322""",1503351
"""20160323""",1580830
"""20160324""",1516552
"""20160325""",1469863
"""20160326""",1480191
"""20160327""",1503168
"""20160328""",1417039
"""20160329""",1417075
"""20160330""",1559746
"""20160331""",1538425
"""20160401""",1151005
"""20160402""",1487630
"""20160403""",1329224
"""20160404""",1556339
"""20160405""",952381
"""20160406""",1526308
"""20160407""",1370000
"""20160408""",351
"""20160409""",1403805
"""20160410""",14
"""20160411""",1276908
"""20160412""",1376743
"""20160413""",1338065
"""20160414""",1356629
