"""20150416""",16470543
"""20150417""",19938386
"""20150418""",19938386
"""20150419""",40732805
"""20150420""",17317923
"""20150421""",16281674
"""20150422""",16485979
"""20150423""",17148373
"""20150424""",20644595
"""20150425""",33050575
"""20150426""",36492105
"""20150427""",16370164
"""20150428""",15562894
"""20150429""",16287254
"""20150430""",20374160
"""20150501""",33548339
"""20150502""",32546440
"""20150503""",32546440
"""20150504""",15122057
"""20150505""",14875927
"""20150506""",14703621
"""20150507""",14327989
"""20150508""",16571492
"""20150509""",29105594
"""20150510""",31998899
"""20150511""",13925818
"""20150512""",13752916
"""20150513""",13520174
"""20150514""",13265328
"""20150515""",15997217
"""20150516""",28834568
"""20150517""",32726993
"""20150518""",14008950
"""20150519""",13926230
"""20150520""",13982047
"""20150521""",14330313
"""20150522""",16241204
"""20150523""",28250344
"""20150524""",31967422
"""20150525""",14178618
"""20150526""",14592246
"""20150527""",14956519
"""20150528""",15544665
"""20150529""",18680507
"""20150530""",18680507
"""20150531""",36050339
"""20150601""",24528770
"""20150602""",18810627
"""20150603""",18839839
"""20150604""",18106746
"""20150605""",20923135
"""20150606""",32388240
"""20150607""",39435837
"""20150608""",23571275
"""20150609""",19761724
"""20150610""",17815002
"""20150611""",17707928
"""20150612""",18670407
"""20150613""",30801258
"""20150614""",37099153
"""20150615""",20068388
"""20150616""",21895585
"""20150617""",20646694
"""20150618""",14997610
"""20150619""",19733063
"""20150620""",29117558
"""20150621""",41128807
"""20150622""",41128807
"""20150623""",28753995
"""20150624""",30307878
"""20150625""",35585228
"""20150626""",40642139
"""20150627""",48462373
"""20150628""",52335602
"""20150629""",44814210
"""20150630""",54420604
"""20150701""",58537856
"""20150702""",59047618
"""20150703""",62169894
"""20150704""",61411215
"""20150705""",68035891
"""20150706""",68035891
"""20150707""",73276537
"""20150708""",82399188
"""20150709""",88628703
"""20150710""",90200633
"""20150711""",84630544
"""20150712""",92522010
"""20150713""",85297806
"""20150714""",99294262
"""20150715""",110875005
"""20150716""",117840221
"""20150717""",113267704
"""20150718""",103174330
"""20150719""",102572888
"""20150720""",100491521
"""20150721""",112080884
"""20150722""",122975625
"""20150723""",109387163
"""20150724""",106981403
"""20150725""",91575142
"""20150726""",82526068
"""20150727""",93324635
"""20150728""",94542996
"""20150729""",86784362
"""20150730""",86784362
"""20150731""",91834083
"""20150801""",71529858
"""20150802""",83848189
"""20150803""",76713305
"""20150804""",88013582
"""20150805""",89413905
"""20150806""",69440985
"""20150807""",102402404
"""20150808""",79675452
"""20150809""",78160835
"""20150810""",75081823
"""20150811""",79531084
"""20150812""",86111097
"""20150813""",84596353
"""20150814""",81637952
