2014-01-01,0
2015-09-21,126
2015-09-22,78
2015-09-23,38
2015-09-24,236
2015-09-25,482
2015-09-26,125
2015-09-27,68
2015-09-28,25
2015-09-29,67
2015-09-30,31
2015-10-01,1620
2015-10-02,6418
2015-10-03,12136
2015-10-04,5977
2015-10-05,5271
2015-10-06,5656
2015-10-07,1930
2015-10-08,22591
2015-10-09,3402
2015-10-10,4215
2015-10-11,1604
2015-10-12,7220
2015-10-13,1640
2015-10-14,40103
2015-10-15,11881
2015-10-16,3499
2015-10-17,3112
2015-10-18,6582
2015-10-19,1475
2015-10-20,58236
2015-10-21,21418
2015-10-22,4998
2015-10-23,4913
2015-10-24,5916
2015-10-25,6679
2015-10-26,1308
2015-10-27,5634
2015-10-28,2702
2015-10-29,510
2015-10-30,629
2015-10-31,4588
2015-11-01,539
2015-11-02,13042
2015-11-03,1339
2015-11-04,566
2015-11-05,574
2015-11-06,609
2015-11-07,440
2015-11-08,940
2015-11-09,3805
2015-11-10,325
2015-11-11,520
2015-11-12,842
2015-11-13,1367
2015-11-14,437
2015-11-15,427
2015-11-16,1712
2015-11-17,446
2015-11-18,1631
2015-11-19,409
2015-11-20,297
2015-11-21,4539
2015-11-22,5832
2015-11-23,557
2015-11-24,263
2015-11-25,189
2015-11-26,112
2015-11-27,125
2015-11-28,5560
2015-11-29,445
2015-11-30,341
2015-12-01,547
2015-12-02,878
2015-12-03,1104
2015-12-04,66
2015-12-05,4041
2015-12-06,1175
2015-12-07,99
2015-12-08,153
2015-12-09,104
2015-12-10,112
2015-12-11,9239
2015-12-12,4892
2015-12-13,1426
2015-12-14,222
2015-12-15,286
2015-12-16,6497
2015-12-17,1030
2015-12-18,349
2015-12-19,227
2015-12-20,174
2015-12-21,138
2015-12-22,78
2015-12-23,68
2015-12-24,54
2015-12-25,50
2015-12-26,120
2015-12-27,101
2015-12-28,75
2015-12-29,42
2015-12-30,45
2015-12-31,69
2016-01-01,222
2016-01-02,189
2016-01-03,222
2016-01-04,647
2016-01-05,182
2016-01-06,130
2016-01-07,302
2016-01-08,930
2016-01-09,1251
2016-01-10,3412
2016-01-11,290
2016-01-12,170
2016-01-13,109
2016-01-14,47
2016-01-15,104
2016-01-16,354
2016-01-17,74
2016-01-18,33
2016-01-19,53
2016-01-20,109
2016-01-21,48
2016-01-22,57
2016-01-23,68
2016-01-24,84
2016-01-25,182
2016-01-26,146
2016-01-27,148
2016-01-28,84
2016-01-29,62
2016-01-30,76
2016-01-31,434
2016-02-01,4801
2016-02-02,1010
2016-02-03,9955
2016-02-04,751
2016-02-05,464
2016-02-06,846
2016-02-07,518
2016-02-08,116
2016-02-09,98
2016-02-10,1392
2016-02-11,438
2016-02-12,516
2016-02-13,280
2016-02-14,173
2016-02-15,384
2016-02-16,206
2016-02-17,183
2016-02-18,251
2016-02-19,646
2016-02-20,790
2016-02-21,4075
2016-02-22,1070
2016-02-23,8479
2016-02-24,1131
2016-02-25,206
2016-02-26,198
2016-02-27,1217
2016-02-28,216
2016-02-29,95
2016-03-01,1251
2016-03-02,209
2016-03-03,179
2016-03-04,157
2016-03-05,243
2016-03-06,157
2016-03-07,940
2016-03-08,202
2016-03-09,46
2016-03-10,110
2016-03-11,60
2016-03-12,74
2016-03-13,58
2016-03-14,72
2016-03-15,7563
2016-03-16,3083
2016-03-17,513
2016-03-18,249
2016-03-19,2475
2016-03-20,2549
