2014-01-01,0
2017-03-20,228337
2017-03-21,229504
2017-03-22,228466
2017-03-23,233468
2017-03-24,199179
2017-03-25,254183
2017-03-26,194266
2017-03-27,143743
2017-03-28,142083
2017-03-29,197772
2017-03-30,175982
2017-03-31,155663
2017-04-01,145884
2017-04-02,114554
2017-04-03,120097
2017-04-04,122071
2017-04-05,93414
2017-04-06,67830
2017-04-07,138050
2017-04-08,105094
2017-04-09,87261
2017-04-10,76064
2017-04-11,70239
2017-04-12,112047
2017-04-13,117066
2017-04-14,102098
2017-04-15,91284
2017-04-16,85964
2017-04-17,110254
2017-04-18,93470
2017-04-19,96007
2017-04-20,111036
2017-04-21,92746
2017-04-22,66563
2017-04-23,62608
2017-04-24,83406
2017-04-25,56513
2017-04-26,146130
2017-04-27,131525
2017-04-28,124503
2017-04-29,121259
2017-04-30,172808
2017-05-01,127845
2017-05-02,79746
2017-05-03,87633
2017-05-04,96400
2017-05-05,100288
2017-05-06,86815
2017-05-07,94526
2017-05-08,59499
2017-05-09,58060
2017-05-10,50877
2017-05-11,47662
2017-05-12,63338
2017-05-13,97159
2017-05-14,123393
2017-05-15,100780
2017-05-16,103762
2017-05-17,136518
2017-05-18,113382
2017-05-19,154338
2017-05-20,204607
2017-05-21,301492
2017-05-22,247572
2017-05-23,237498
2017-05-24,205961
2017-05-25,175480
2017-05-26,176280
2017-05-27,131329
2017-05-28,117684
2017-05-29,107711
2017-05-30,112395
2017-05-31,99698
2017-06-01,130485
2017-06-02,152382
2017-06-03,151283
2017-06-04,193661
2017-06-05,186488
2017-06-06,138264
2017-06-07,92308
2017-06-08,118768
2017-06-09,133180
2017-06-10,126369
2017-06-11,68297
2017-06-12,67162
2017-06-13,124040
2017-06-14,116321
2017-06-15,118950
2017-06-16,146250
2017-06-17,205879
2017-06-18,177716
2017-06-19,118850
2017-06-20,122431
2017-06-21,152645
2017-06-22,155160
2017-06-23,155773
2017-06-24,143142
2017-06-25,120718
2017-06-26,122388
2017-06-27,99369
2017-06-28,122802
2017-06-29,162777
2017-06-30,231729
2017-07-01,208966
2017-07-02,215060
2017-07-03,289220
2017-07-04,234984
2017-07-05,236789
2017-07-06,232165
2017-07-07,178795
2017-07-08,212968
2017-07-09,118592
