导演,何佳男,-1,-1,
编剧1,仇星,-1,-1,
编剧2,叶笑,-1,-1,
演员1,赵予熙,5.1,5.1,
演员2,刘济恺,-1,-1,
演员3,董子鸣,-1,-1,
演员4,安钦夫,-1,-1,
演员5,卫羽,-1,-1,
演员6,姜远洋,,,
总评价数,364
评价1,8.9%
评价2,26.8%
评价3,39.3%
评价4,10.7%
评价5,14.3%
标签1,爱情
标签2,古装
播出时间,2017-05-05(中国大陆)
