导演,石桀鋭,-1,-1,
编剧1,王昆鹏,-1,-1,
编剧2,邢嘉仪,-1,-1,
编剧3,周子君（王鹤鸣编剧工作室）,-1,-1,
演员1,李晨浩,6.839999999999999,5.025,
演员2,白柳汐,5.84,5.95,
演员3,苑乔,-1,-1,
演员4,陶帅,6.419999999999999,5.566666666666666,
演员5,陈帅,-1,-1,
演员6,胡锰,,,
总评价数,636
评价1,8.7%
评价2,17.4%
评价3,30.4%
评价4,26.1%
评价5,17.4%
标签1,喜剧
标签2,爱情
标签3,奇幻
播出时间,2017-03-22(中国大陆)
