导演,于中中,7.5600000000000005,6.2749999999999995,
编剧1,沈沧眉,-1,-1,
编剧2,右耳,-1,-1,
演员1,谭松韵,8.680000000000001,5.7,
演员2,姜潮,6.82,6.9,
演员3,张鑫,-1,-1,
演员4,王妍之,7.5200000000000005,5.9399999999999995,
演员5,季肖冰,6.720000000000001,6.050000000000001,
演员6,蒲萄,,,
总评价数,10065
评价1,12.9%
评价2,34.4%
评价3,39.5%
评价4,9.1%
评价5,4.2%
标签1,剧情
标签2,爱情
播出时间,2017-04-05(中国大陆)
