导演,猫的树,-1,-1,
编剧1,杨楠,-1,-1,
编剧2,杨美味,-1,-1,
编剧3,玉朵朵,-1,-1,
演员1,宋威龙,-1,-1,
演员2,周雨彤,6.5,5.5,
演员3,王以纶,-1,-1,
演员4,高熙儿,-1,-1,
演员5,王旭东,-1,-1,
演员6,张南,,,
总评价数,3927
评价1,11.7%
评价2,5.8%
评价3,25.3%
评价4,30.5%
评价5,26.6%
标签1,爱情
标签2,奇幻
播出时间,2017-02-14(中国大陆)
