"""20151216""",6396
"""20151217""",19754
"""20151218""",12796
"""20151219""",6586
"""20151220""",7268
"""20151221""",4707
"""20151222""",3874
"""20151223""",2332
"""20151224""",1757
"""20151225""",1528
"""20151226""",1393
"""20151227""",1438
"""20151228""",750
"""20151229""",648
"""20151230""",516
"""20151231""",373
"""20160101""",465
"""20160102""",473
"""20160103""",456
"""20160104""",459
"""20160105""",683
"""20160106""",951
"""20160107""",951
"""20160108""",567
"""20160109""",354
"""20160110""",408
"""20160111""",300
"""20160112""",237
"""20160113""",316
"""20160114""",325
"""20160115""",325
"""20160116""",260
"""20160117""",486
"""20160118""",754
"""20160119""",845
"""20160120""",425
"""20160121""",259
"""20160122""",259
"""20160123""",259
"""20160124""",357
"""20160125""",305
"""20160126""",648
"""20160127""",576
"""20160128""",925
"""20160129""",1071
"""20160130""",1071
"""20160131""",2206
"""20160201""",1105
"""20160202""",687
"""20160203""",311
"""20160204""",249
"""20160205""",201
"""20160206""",129
"""20160207""",177
"""20160208""",146
"""20160209""",189
"""20160210""",379
"""20160211""",360
"""20160212""",447
"""20160213""",708
"""20160214""",775
"""20160215""",308
"""20160216""",394
"""20160217""",104
"""20160218""",114
"""20160219""",161
"""20160220""",64
"""20160221""",100
"""20160222""",68
"""20160223""",54
"""20160224""",54
"""20160225""",136
"""20160226""",133
"""20160227""",371
"""20160228""",1158
"""20160229""",619
"""20160301""",494
"""20160302""",274
"""20160303""",218
"""20160304""",291
"""20160305""",340
"""20160306""",589
"""20160307""",533
"""20160308""",465
"""20160309""",329
"""20160310""",198
"""20160311""",192
"""20160312""",357
"""20160313""",589
"""20160314""",362
"""20160315""",334
"""20160316""",492
"""20160317""",452
"""20160318""",548
"""20160319""",645
"""20160320""",1121
"""20160321""",560
"""20160322""",308
"""20160323""",173
"""20160324""",84
"""20160325""",62
"""20160326""",100
"""20160327""",219
"""20160328""",315
"""20160329""",185
"""20160330""",732
"""20160331""",1785
"""20160401""",94
"""20160402""",318
"""20160403""",0
"""20160404""",124
"""20160405""",0
"""20160406""",64
"""20160407""",91
"""20160408""",0
"""20160409""",60
"""20160410""",60
"""20160411""",52
"""20160412""",68
"""20160413""",325
"""20160414""",372
"""20160415""",281
"""20160416""",281
"""20160417""",470
"""20160418""",222
"""20160419""",173
"""20160420""",209
"""20160421""",275
"""20160422""",264
"""20160423""",364
"""20160424""",641
