"""20170222""",2144
"""20170223""",388
"""20170224""",59
"""20170225""",88
"""20170226""",111
"""20170227""",69960
"""20170228""",23032
"""20170301""",4052
"""20170302""",8115
"""20170303""",33298
"""20170304""",15276805
"""20170305""",54216210
"""20170306""",114962808
"""20170307""",162775560
"""20170308""",204818582
"""20170309""",328640759
"""20170310""",506997964
"""20170311""",707995805
"""20170312""",1009894847
"""20170313""",1323644301
"""20170314""",1353682413
"""20170315""",1549081207
"""20170316""",1709487517
"""20170317""",1897235808
"""20170318""",2240053035
"""20170319""",2410599922
"""20170320""",2645893113
"""20170321""",2757069327
"""20170322""",3283618336
"""20170323""",3468869552
"""20170324""",3784998327
"""20170325""",3821614899
"""20170326""",3523810019
"""20170327""",3610817691
"""20170328""",3922144276
"""20170329""",3990548029
"""20170330""",4746394800
"""20170331""",4692476470
"""20170401""",4357168685
"""20170402""",3867230747
"""20170403""",2893403182
"""20170404""",2858595400
"""20170405""",2360792899
"""20170406""",2108679891
"""20170407""",1866713654
"""20170408""",1792891812
"""20170409""",1786857803
"""20170410""",1447102331
"""20170411""",1116219164
"""20170412""",906683721
"""20170413""",771222021
"""20170414""",650315147
"""20170415""",571478816
"""20170416""",602692882
"""20170417""",477514025
"""20170418""",402698101
"""20170419""",380456499
"""20170420""",335327286
"""20170421""",302192543
"""20170422""",254893180
"""20170423""",254174401
"""20170424""",223275940
"""20170425""",218141427
"""20170426""",196188627
"""20170427""",162489609
"""20170428""",136193441
"""20170429""",124694318
"""20170430""",128087715
"""20170501""",131879492
"""20170502""",118702119
"""20170503""",118702119
"""20170504""",118702119
"""20170505""",118702119
"""20170506""",118702119
"""20170507""",95905851
"""20170508""",86379711
"""20170509""",74045426
"""20170510""",67535895
"""20170511""",66614614
"""20170512""",62042206
"""20170513""",56136406
"""20170514""",56309677
"""20170515""",53694486
"""20170516""",46311230
"""20170517""",41711945
"""20170518""",38943080
"""20170519""",36309059
"""20170520""",34520739
"""20170521""",36334129
"""20170522""",33734342
"""20170523""",31569096
"""20170524""",28846741
"""20170525""",28846741
"""20170526""",24055451
"""20170527""",22750564
"""20170528""",23044732
"""20170529""",23001745
"""20170530""",23307459
"""20170531""",19868627
"""20170601""",19023843
"""20170602""",19091366
"""20170603""",19553108
"""20170604""",21571397
"""20170605""",20386462
"""20170606""",18314251
"""20170607""",15234605
"""20170608""",15285680
"""20170609""",14794634
"""20170610""",14891600
"""20170611""",14775849
"""20170612""",14067827
"""20170613""",13983118
"""20170614""",13305067
"""20170615""",13033090
"""20170616""",13357928
"""20170617""",28879989
"""20170618""",43279029
"""20170619""",46788647
"""20170620""",48801089
"""20170621""",50019004
"""20170622""",49912801
"""20170623""",46447254
"""20170624""",46753383
"""20170625""",48395655
"""20170626""",41363650
"""20170627""",42439988
"""20170628""",52062069
"""20170629""",60566488
"""20170630""",60566488
"""20170701""",71319378
"""20170702""",71319378
"""20170703""",63506041
"""20170704""",60035653
"""20170705""",57498223
"""20170706""",57367525
"""20170707""",51639709
"""20170708""",51553245
"""20170709""",54670895
"""20170710""",49638368
"""20170711""",44716852
"""20170712""",39740241
"""20170713""",38585698
"""20170714""",37018573
"""20170715""",39181114
"""20170716""",42480440
"""20170717""",37121214
"""20170718""",34361323
"""20170719""",31619347
"""20170720""",29440626
"""20170721""",26990191
"""20170722""",27820858
"""20170723""",34157796
"""20170724""",31854264
"""20170725""",30438129
"""20170726""",31548238
"""20170727""",34740834
"""20170728""",38476742
"""20170729""",46247240
"""20170730""",56937761
"""20170731""",54299739
"""20170801""",54804724
"""20170802""",56139510
"""20170803""",56386632
"""20170804""",54818455
"""20170805""",51377598
"""20170806""",55864788
"""20170807""",51172577
"""20170808""",49240899
"""20170809""",47299868
"""20170810""",45453770
"""20170811""",42676447
"""20170812""",43062773
"""20170813""",43144111
"""20170814""",37746494
"""20170815""",34883922
"""20170816""",32647320
"""20170817""",30938235
"""20170818""",28310631
"""20170819""",27426829
"""20170820""",27158188
"""20170821""",24112888
"""20170822""",22958015
"""20170823""",21580079
"""20170824""",19861985
"""20170825""",18326540
"""20170826""",18423269
"""20170827""",19740714
"""20170828""",16243200
"""20170829""",17059313
"""20170830""",18834269
"""20170831""",21874946
"""20170901""",22654161
"""20170902""",23755382
"""20170903""",25794492
"""20170904""",25109268
"""20170905""",26520645
"""20170906""",25585462
"""20170907""",24072970
"""20170908""",22715806
"""20170909""",22476980
"""20170910""",24510781
"""20170911""",23847398
"""20170912""",23119587
"""20170913""",23267193
"""20170914""",23371013
"""20170915""",23424353
"""20170916""",24600783
"""20170917""",26476974
"""20170918""",24141362
"""20170919""",23776821
"""20170920""",23383870
"""20170921""",21708501
"""20170922""",20739134
"""20170923""",20729931
"""20170924""",21689676
"""20170925""",19592989
"""20170926""",18846445
"""20170927""",17573703
"""20170928""",16035806
"""20170929""",15037080
"""20170930""",14615792
"""20171001""",15118925
"""20171002""",15907105
"""20171003""",17135157
"""20171004""",16329523
"""20171005""",16194048
"""20171006""",15921410
"""20171007""",16531450
"""20171008""",17416804
"""20171009""",16703849
"""20171010""",17378693
"""20171011""",17486749
"""20171012""",16932984
"""20171013""",16045203
"""20171014""",16817982
"""20171015""",18816635
"""20171016""",17510757
"""20171017""",18108768
"""20171018""",21222741
"""20171019""",30014016
"""20171020""",41892015
"""20171021""",52241678
"""20171022""",58835917
"""20171023""",52794834
"""20171024""",54657745
"""20171025""",56577622
"""20171026""",54942677
"""20171027""",54328371
"""20171028""",49533759
"""20171029""",48045766
"""20171030""",46211532
"""20171031""",54631639
"""20171101""",67647203
