导演,康洪雷,/celebrity/1314924/
编剧1,兰晓龙,/celebrity/1275188/
演员1,王宝强,/celebrity/1274388/
演员2,陈思诚,/celebrity/1274763/
演员3,段奕宏,/celebrity/1274291/
演员4,张译,/celebrity/1274761/
演员5,邢佳栋,/celebrity/1274762/
演员6,张国强,/celebrity/1274258/
演员7,李晨,/celebrity/1274252/
演员8,范雷,/celebrity/1313486/
演员9,高峰,/celebrity/1275669/
总评价数,60521
评价1,67.7%
评价2,25.2%
评价3,5.9%
评价4,0.6%
评价5,0.5%
标签1,剧情
播出时间,2006-12-24(中国大陆)
